!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
2006-01-01 00:00:00	0.63558316	-3.3992727	97618.633	-7.3417114	59.46983	0.60531049	80.878571	0
2006-01-02 00:00:00	2.9918745	-3.0232174	98476.367	-9.7273926	50.970909	0.56009136	85.333237	0
2006-01-03 00:00:00	1.3836671	-2.2160087	99069.875	-10.308325	51.60379	0.52638795	88.395164	0
2006-01-04 00:00:00	0.23180485	-2.8423436	99072.148	-9.278479	48.683712	0.47739971	92.348656	0
2006-01-05 00:00:00	0.21182914	-3.5813949	99099.172	-9.6653809	55.123379	0.42441469	96.195602	0
2006-01-06 00:00:00	0.071672544	-2.3084044	98914.742	-7.9338135	62.28928	0.42389578	96.505981	0
2006-01-07 00:00:00	-2.5952282	0.40681186	98078.703	-5.2001099	80.458183	0.92792766	48.016624	2.3751522e-13
2006-01-08 00:00:00	1.2264098	1.2936369	96108.258	1.0042664	92.159599	1	31.349703	8.4681822e-13
2006-01-09 00:00:00	4.2394052	-2.8373415	96048.43	-8.853064	67.425209	0.59983347	85.520462	0
2006-01-10 00:00:00	3.894181	-3.0437388	97365.906	-13.189093	52.818684	0.79150075	67.173851	0
2006-01-11 00:00:00	2.9937086	0.23049898	98047.727	-11.180884	54.878387	0.40108196	102.08187	0
2006-01-12 00:00:00	3.2822707	2.2404027	97933.609	-3.8104004	73.055481	0.85205524	59.867836	0
2006-01-13 00:00:00	3.0004442	-0.8982935	98151.242	-4.2383789	71.336113	0.80251489	66.566681	0
2006-01-14 00:00:00	-0.034037311	-0.99503726	98520.18	-5.1271423	60.275753	0.90930609	53.688599	0
2006-01-15 00:00:00	-1.8486646	-0.44349033	98835.516	-4.5081543	63.187759	0.36921137	106.5783	0
2006-01-16 00:00:00	-4.6393189	-0.63652408	98573.844	-3.9577087	79.512184	0.84603489	62.755985	2.3113808e-14
2006-01-17 00:00:00	-5.3985963	1.1128826	96430.805	2.1973816	89.037758	1	27.833878	1.8521112e-12
2006-01-18 00:00:00	5.3708224	2.7483723	96243.477	-2.0203308	77.54454	0.79495172	70.308426	3.6487409e-14
2006-01-19 00:00:00	2.1862037	2.0242519	97091.922	-1.6685547	77.886208	0.84631023	64.369232	0
2006-01-20 00:00:00	-4.2348351	-0.935673	96211.312	1.0727783	87.044113	1	14.429931	2.1674313e-12
2006-01-21 00:00:00	4.3181634	-3.6798117	94512.641	-1.5940918	87.86203	1	39.722469	1.1118875e-12
2006-01-22 00:00:00	7.3247128	-1.7045447	95972.773	-5.8332581	78.926262	0.54316441	101.21666	0
2006-01-23 00:00:00	3.6157079	-2.4676821	95929.094	-8.1379456	80.374748	0.73135378	82.852264	3.1004364e-14
2006-01-24 00:00:00	6.8627863	-0.90351081	96622.883	-8.5606445	62.030655	0.80282613	74.981483	2.5365778e-14
2006-01-25 00:00:00	5.6601987	-0.69325751	97271.898	-9.2697815	57.007618	0.80865959	75.174271	0
2006-01-26 00:00:00	5.0589986	-1.6992382	97666.07	-11.109656	55.650688	0.73195305	86.36721	0
2006-01-27 00:00:00	5.8414001	-2.1787338	97767.453	-15.203131	57.070301	0.41037228	119.73489	0
2006-01-28 00:00:00	6.1188831	-2.4511063	97740.398	-15.087866	65.569221	0.40579879	121.2955	0
2006-01-29 00:00:00	2.4803834	-0.73888099	98192.32	-11.860968	64.403725	0.44078119	119.76123	0
2006-01-30 00:00:00	1.2018622	-1.0090958	98010.164	-9.3789124	58.148365	0.72589216	91.116005	0
2006-01-31 00:00:00	1.1577601	-1.1809729	97897.172	-8.1364197	64.290062	0.35689304	128.27208	0
2006-02-01 00:00:00	0.79162645	0.11193021	98092.969	-7.1418518	63.384144	0.54558025	114.04012	0
2006-02-02 00:00:00	0.49055949	-0.20617019	98119.414	-6.2347168	64.321625	0.2362083	137.7283	0
2006-02-03 00:00:00	2.022284	3.9887543	97225.375	-3.1148437	74.290016	0.93158059	62.572327	1.8912473e-13
2006-02-04 00:00:00	-2.025919	-2.1317186	96592.422	-4.4429077	80.434761	0.97999261	54.622944	5.4300164e-13
2006-02-05 00:00:00	-0.7049129	-4.6650033	96269.812	-6.1636414	89.773468	0.70509687	99.647835	9.629975e-13
2006-02-06 00:00:00	2.2272758	-4.1161141	98049.367	-11.618506	80.492111	0.21283286	146.06253	0
2006-02-07 00:00:00	1.6887454	-3.711571	98562.914	-14.938483	81.134789	0.39483245	137.36789	0
2006-02-08 00:00:00	3.645638	-4.496191	97875.164	-18.958289	80.409325	0.62585502	115.74047	1.9700426e-14
2006-02-09 00:00:00	7.3353744	-2.4409301	97182.008	-19.386984	79.1082	0.48602252	133.10704	0
2006-02-10 00:00:00	3.3594239	-1.7014196	97416.273	-14.074255	77.99118	0.31709759	148.14644	0
2006-02-11 00:00:00	-0.36351052	4.7911487	96981.953	-0.79562988	93.206894	1	46.136566	1.2187601e-12
2006-02-12 00:00:00	2.2659235	2.2461724	97256.312	4.8419434	100	1	23.364765	1.6413695e-12
